operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,observed_in
aten::new_empty,"[[1,8,512],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",86,0,actual_capture
aten::new_empty,"[[12,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387,0,actual_capture
aten::new_empty,"[[16,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",107,0,actual_capture
aten::new_empty,"[[16,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",43,0,actual_capture
aten::new_empty,"[[16,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86,0,actual_capture
aten::new_empty,"[[16,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387,0,actual_capture
aten::new_empty,"[[16,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",43,0,actual_capture
aten::new_empty,"[[16,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",86,0,actual_capture
aten::new_empty,"[[192,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",774,0,actual_capture
aten::new_empty,"[[2,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",107,0,actual_capture
aten::new_empty,"[[2,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",43,0,actual_capture
aten::new_empty,"[[2,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86,0,actual_capture
aten::new_empty,"[[2,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387,0,actual_capture
aten::new_empty,"[[2,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",43,0,actual_capture
aten::new_empty,"[[2,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",86,0,actual_capture
aten::new_empty,"[[24,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387,0,actual_capture
aten::new_empty,"[[32,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",214,0,actual_capture
aten::new_empty,"[[32,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86,0,actual_capture
aten::new_empty,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",172,0,actual_capture
aten::new_empty,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",774,0,actual_capture
aten::new_empty,"[[32,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",86,0,actual_capture
aten::new_empty,"[[32,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",172,0,actual_capture
aten::new_empty,"[[384,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",774,0,actual_capture
aten::new_empty,"[[4,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",107,0,actual_capture
aten::new_empty,"[[4,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",43,0,actual_capture
aten::new_empty,"[[4,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86,0,actual_capture
aten::new_empty,"[[4,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387,0,actual_capture
aten::new_empty,"[[4,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",43,0,actual_capture
aten::new_empty,"[[4,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",86,0,actual_capture
aten::new_empty,"[[48,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387,0,actual_capture
aten::new_empty,"[[6,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",1161,0,actual_capture
aten::new_empty,"[[64,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",214,0,actual_capture
aten::new_empty,"[[64,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86,0,actual_capture
aten::new_empty,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",172,0,actual_capture
aten::new_empty,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",774,0,actual_capture
aten::new_empty,"[[64,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",86,0,actual_capture
aten::new_empty,"[[64,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",172,0,actual_capture
aten::new_empty,"[[8,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",107,0,actual_capture
aten::new_empty,"[[8,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",43,0,actual_capture
aten::new_empty,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86,0,actual_capture
aten::new_empty,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387,0,actual_capture
aten::new_empty,"[[8,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",43,0,actual_capture
aten::new_empty,"[[8,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",86,0,actual_capture
aten::new_empty,"[[96,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387,0,actual_capture
aten::numpy_T,"[[1024,4096]]","[""c10::BFloat16""]",220,0,actual_capture
aten::numpy_T,"[[2048,4096]]","[""c10::BFloat16""]",231,0,actual_capture
aten::numpy_T,"[[256,4096]]","[""c10::BFloat16""]",473,0,actual_capture
aten::numpy_T,"[[512,4096]]","[""c10::BFloat16""]",231,0,actual_capture
aten::pad,"[[1,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",43,0,actual_capture
aten::pad,"[[16,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",43,0,actual_capture
aten::pad,"[[2,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",43,0,actual_capture
aten::pad,"[[32,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",86,0,actual_capture
aten::pad,"[[4,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",43,0,actual_capture
aten::pad,"[[64,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",86,0,actual_capture
aten::pad,"[[8,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",43,0,actual_capture
aten::permute,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",129,0,actual_capture
aten::permute,"[[1,1,32],[]]","[""float"",""ScalarList""]",129,0,actual_capture
aten::permute,"[[1,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",129,0,actual_capture
aten::permute,"[[1024,4096],[]]","[""c10::BFloat16"",""ScalarList""]",220,0,actual_capture
aten::permute,"[[16,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[16,1,32],[]]","[""float"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[16,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[2,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[2,1,32],[]]","[""float"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[2,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[2,32],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::permute,"[[2,64],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::permute,"[[2048,4096],[]]","[""c10::BFloat16"",""ScalarList""]",231,0,actual_capture
aten::permute,"[[256,4096],[]]","[""c10::BFloat16"",""ScalarList""]",473,0,actual_capture
aten::permute,"[[32,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::permute,"[[32,1,32],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::permute,"[[32,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",86,0,actual_capture
aten::permute,"[[32,32],[]]","[""float"",""ScalarList""]",172,0,actual_capture
aten::permute,"[[32,64],[]]","[""float"",""ScalarList""]",172,0,actual_capture
aten::permute,"[[4,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[4,1,32],[]]","[""float"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[4,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[512,4096],[]]","[""c10::BFloat16"",""ScalarList""]",231,0,actual_capture
aten::permute,"[[64,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::permute,"[[64,1,32],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::permute,"[[64,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",86,0,actual_capture
aten::permute,"[[8,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[8,1,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::permute,"[[8,1,32],[]]","[""float"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[8,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",43,0,actual_capture
aten::permute,"[[8,32],[]]","[""float"",""ScalarList""]",214,0,actual_capture
aten::permute,"[[8,64],[]]","[""float"",""ScalarList""]",214,0,actual_capture
aten::pin_memory,"[[1],[]]","[""int"",""""]",4,8,"actual_capture,runtime"
aten::pin_memory,"[[1],[]]","[""long int"",""""]",10,20,"actual_capture,runtime"
aten::pow,"[[1,4096],[]]","[""float"",""Scalar""]",3,0,actual_capture
aten::pow,"[[16,4096],[]]","[""float"",""Scalar""]",1,0,actual_capture
aten::pow,"[[2,4096],[]]","[""float"",""Scalar""]",1,0,actual_capture
aten::pow,"[[32,4096],[]]","[""float"",""Scalar""]",2,0,actual_capture
aten::pow,"[[4,4096],[]]","[""float"",""Scalar""]",1,0,actual_capture
aten::pow,"[[64,4096],[]]","[""float"",""Scalar""]",2,0,actual_capture
aten::pow,"[[8,4096],[]]","[""float"",""Scalar""]",1,0,actual_capture
aten::record_stream,"[[1,4096],[]]","[""c10::BFloat16"",""""]",129,0,actual_capture
aten::record_stream,"[[16,4096],[]]","[""c10::BFloat16"",""""]",43,0,actual_capture
aten::record_stream,"[[2,4096],[]]","[""c10::BFloat16"",""""]",43,0,actual_capture
aten::record_stream,"[[32,4096],[]]","[""c10::BFloat16"",""""]",86,0,actual_capture
aten::record_stream,"[[4,4096],[]]","[""c10::BFloat16"",""""]",43,0,actual_capture
aten::record_stream,"[[64,4096],[]]","[""c10::BFloat16"",""""]",86,0,actual_capture
aten::record_stream,"[[8,4096],[]]","[""c10::BFloat16"",""""]",43,0,actual_capture
aten::repeat,"[[1,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",3,0,actual_capture
aten::repeat,"[[16,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::repeat,"[[2,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::repeat,"[[32,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",2,0,actual_capture
aten::repeat,"[[4,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::repeat,"[[64,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",2,0,actual_capture
aten::repeat,"[[8,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::repeat_interleave,"[[1],[1],[],[]]","[""long int"",""int"","""",""""]",10,20,"actual_capture,runtime"
aten::repeat_interleave,"[[1],[]]","[""int"",""""]",10,20,"actual_capture,runtime"
aten::reshape,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",129,0,actual_capture
aten::reshape,"[[1,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",3,0,actual_capture
aten::reshape,"[[1,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",3,0,actual_capture
aten::reshape,"[[1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",3,0,actual_capture
aten::reshape,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",42,0,actual_capture
aten::reshape,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::reshape,"[[1,8,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::reshape,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",231,0,actual_capture
aten::reshape,"[[12,4096],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::reshape,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",189,0,actual_capture
aten::reshape,"[[1572864],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::reshape,"[[16,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::reshape,"[[16,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[16,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[16,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[16],[]]","[""bool"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[17039360],[]]","[""c10::BFloat16"",""ScalarList""]",18,0,actual_capture
aten::reshape,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",180,0,actual_capture
aten::reshape,"[[192,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::reshape,"[[196608],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::reshape,"[[1],[]]","[""bool"",""ScalarList""]",3,0,actual_capture
aten::reshape,"[[1],[]]","[""int"",""ScalarList""]",12,28,"actual_capture,runtime"
aten::reshape,"[[1],[]]","[""long int"",""ScalarList""]",11,8,"actual_capture,runtime"
aten::reshape,"[[2,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::reshape,"[[2,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[2,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[2,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[24,4096],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::reshape,"[[24576],[]]","[""c10::BFloat16"",""ScalarList""]",258,0,actual_capture
aten::reshape,"[[2],[]]","[""bool"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[32,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::reshape,"[[32,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",2,0,actual_capture
aten::reshape,"[[32,2],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::reshape,"[[32,32],[]]","[""float"",""ScalarList""]",172,0,actual_capture
aten::reshape,"[[32,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",2,0,actual_capture
aten::reshape,"[[32,4096],[]]","[""c10::BFloat16"",""ScalarList""]",2,0,actual_capture
aten::reshape,"[[32,8],[]]","[""float"",""ScalarList""]",214,0,actual_capture
aten::reshape,"[[32],[]]","[""bool"",""ScalarList""]",2,0,actual_capture
aten::reshape,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",189,0,actual_capture
aten::reshape,"[[384,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::reshape,"[[393216],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::reshape,"[[4,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::reshape,"[[4,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[4,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",189,0,actual_capture
aten::reshape,"[[48,4096],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::reshape,"[[49152],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::reshape,"[[4],[]]","[""bool"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[50587,2,584],[]]","[""unsigned char"",""ScalarList""]",20,0,actual_capture
aten::reshape,"[[50587,64,132],[]]","[""unsigned char"",""ScalarList""]",21,0,actual_capture
aten::reshape,"[[50587,64,584],[]]","[""unsigned char"",""ScalarList""]",64,0,actual_capture
aten::reshape,"[[6,4096],[]]","[""c10::BFloat16"",""ScalarList""]",129,0,actual_capture
aten::reshape,"[[64,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::reshape,"[[64,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",2,0,actual_capture
aten::reshape,"[[64,2,584],[]]","[""unsigned char"",""ScalarList""]",20,0,actual_capture
aten::reshape,"[[64,2],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::reshape,"[[64,32],[]]","[""float"",""ScalarList""]",172,0,actual_capture
aten::reshape,"[[64,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",2,0,actual_capture
aten::reshape,"[[64,4096],[]]","[""c10::BFloat16"",""ScalarList""]",2,0,actual_capture
aten::reshape,"[[64,64,132],[]]","[""unsigned char"",""ScalarList""]",21,0,actual_capture
aten::reshape,"[[64,64,584],[]]","[""unsigned char"",""ScalarList""]",64,0,actual_capture
aten::reshape,"[[64,8],[]]","[""float"",""ScalarList""]",214,0,actual_capture
aten::reshape,"[[64],[]]","[""bool"",""ScalarList""]",2,0,actual_capture
aten::reshape,"[[786432],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::reshape,"[[8,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::reshape,"[[8,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[8,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::reshape,"[[8,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[8,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[8],[]]","[""bool"",""ScalarList""]",1,0,actual_capture
aten::reshape,"[[96,4096],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::reshape,"[[98304],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::resize_,"[[0],[],[]]","[""long int"",""ScalarList"",""""]",10,20,"actual_capture,runtime"
aten::resolve_conj,[[1]],"[""int""]",0,8,runtime
aten::resolve_conj,[[2]],"[""int""]",4,8,"actual_capture,runtime"
aten::resolve_neg,[[1]],"[""int""]",0,8,runtime
aten::resolve_neg,[[2]],"[""int""]",4,8,"actual_capture,runtime"
aten::result_type,"[[1,4096],[1,1]]","[""float"",""float""]",3,0,actual_capture
aten::result_type,"[[1,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",3,0,actual_capture
aten::result_type,"[[1,6],[]]","[""float"",""Scalar""]",258,0,actual_capture
aten::result_type,"[[16,4096],[16,1]]","[""float"",""float""]",1,0,actual_capture
aten::result_type,"[[16,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",1,0,actual_capture
aten::result_type,"[[16,6],[]]","[""float"",""Scalar""]",86,0,actual_capture
aten::result_type,"[[2,4096],[2,1]]","[""float"",""float""]",1,0,actual_capture
aten::result_type,"[[2,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",1,0,actual_capture
aten::result_type,"[[2,6],[]]","[""float"",""Scalar""]",86,0,actual_capture
aten::result_type,"[[32,4096],[32,1]]","[""float"",""float""]",2,0,actual_capture
aten::result_type,"[[32,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",2,0,actual_capture
aten::result_type,"[[32,6],[]]","[""float"",""Scalar""]",172,0,actual_capture
aten::result_type,"[[4,4096],[4,1]]","[""float"",""float""]",1,0,actual_capture
aten::result_type,"[[4,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",1,0,actual_capture
aten::result_type,"[[4,6],[]]","[""float"",""Scalar""]",86,0,actual_capture
aten::result_type,"[[64,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",2,0,actual_capture
aten::result_type,"[[64,4096],[64,1]]","[""float"",""float""]",2,0,actual_capture
aten::result_type,"[[64,6],[]]","[""float"",""Scalar""]",172,0,actual_capture
aten::result_type,"[[8,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",1,0,actual_capture
aten::result_type,"[[8,4096],[8,1]]","[""float"",""float""]",1,0,actual_capture
aten::result_type,"[[8,6],[]]","[""float"",""Scalar""]",86,0,actual_capture
aten::rsqrt,"[[1,1]]","[""float""]",3,0,actual_capture
aten::rsqrt,"[[16,1]]","[""float""]",1,0,actual_capture
aten::rsqrt,"[[2,1]]","[""float""]",1,0,actual_capture
aten::rsqrt,"[[32,1]]","[""float""]",2,0,actual_capture
aten::rsqrt,"[[4,1]]","[""float""]",1,0,actual_capture
aten::rsqrt,"[[64,1]]","[""float""]",2,0,actual_capture
aten::rsqrt,"[[8,1]]","[""float""]",1,0,actual_capture
aten::select,"[[1,1],[],[]]","[""int"",""Scalar"",""Scalar""]",0,3,runtime
aten::select,"[[1],[],[]]","[""long int"",""Scalar"",""Scalar""]",10,20,"actual_capture,runtime"
aten::set_,"[[0],[],[],[],[]]","[""int"","""",""Scalar"",""ScalarList"",""ScalarList""]",4,8,"actual_capture,runtime"
aten::set_,"[[0],[],[],[],[]]","[""long int"","""",""Scalar"",""ScalarList"",""ScalarList""]",10,20,"actual_capture,runtime"
aten::slice,"[[1,128],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",52,20,"actual_capture,runtime"
aten::slice,"[[1,1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",42,0,actual_capture
aten::slice,"[[1,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",0,4,runtime
aten::slice,"[[1,4096],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",8,16,"actual_capture,runtime"
aten::slice,"[[1,512],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",16,32,"actual_capture,runtime"
aten::slice,"[[1,64,128],[],[],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",42,0,actual_capture
aten::slice,"[[1,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",301,0,actual_capture
aten::slice,"[[1,64],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",42,0,actual_capture
aten::slice,"[[1,8192],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",42,0,actual_capture
aten::slice,"[[1,8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",8,16,"actual_capture,runtime"
aten::slice,"[[1572864],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",430,0,actual_capture
aten::slice,"[[16,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::slice,"[[16],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",5,0,actual_capture
aten::slice,"[[196608],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",215,0,actual_capture
aten::slice,"[[1],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",84,12,"actual_capture,runtime"
aten::slice,"[[1],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",0,6,runtime
aten::slice,"[[1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",12,64,"actual_capture,runtime"
aten::slice,"[[1],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",17,24,"actual_capture,runtime"
aten::slice,"[[2,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::slice,"[[24576],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",645,0,actual_capture
aten::slice,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",34,80,"actual_capture,runtime"
aten::slice,"[[2],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",5,0,actual_capture
aten::slice,"[[32,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::slice,"[[32],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",10,0,actual_capture
aten::slice,"[[33554432],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",1044,0,actual_capture
aten::slice,"[[393216],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",215,0,actual_capture
aten::slice,"[[4,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::slice,"[[49152],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",215,0,actual_capture
aten::slice,"[[4],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",5,0,actual_capture
aten::slice,"[[64,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::slice,"[[64],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",10,0,actual_capture
aten::slice,"[[786432],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",430,0,actual_capture
aten::slice,"[[8,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
